Lon,Lat,veg_class
-61.75,53.75,boreal_evergreen_forest_woodland
73.75,40.25,boreal_evergreen_forest_woodland
-108.75,57.25,boreal_evergreen_forest_woodland
83.75,45.25,boreal_evergreen_forest_woodland
97.75,56.75,boreal_evergreen_forest_woodland
24.75,66.75,boreal_evergreen_forest_woodland
67.25,68.75,boreal_evergreen_forest_woodland
-53.75,48.25,boreal_evergreen_forest_woodland
-73.75,50.25,boreal_evergreen_forest_woodland
60.75,61.75,boreal_evergreen_forest_woodland
44.75,65.25,boreal_evergreen_forest_woodland
79.25,41.75,boreal_evergreen_forest_woodland
90.75,62.75,boreal_evergreen_forest_woodland
69.75,64.75,boreal_evergreen_forest_woodland
-154.75,59.75,boreal_evergreen_forest_woodland
52.75,63.25,boreal_evergreen_forest_woodland
18.75,69.75,boreal_evergreen_forest_woodland
71.25,65.25,boreal_evergreen_forest_woodland
-116.25,54.25,boreal_evergreen_forest_woodland
-117.75,50.25,boreal_evergreen_forest_woodland
87.75,27.75,boreal_evergreen_forest_woodland
-106.75,59.25,boreal_evergreen_forest_woodland
51.75,66.25,boreal_evergreen_forest_woodland
-95.75,53.75,boreal_evergreen_forest_woodland
-116.75,57.75,boreal_evergreen_forest_woodland
-66.25,51.25,boreal_evergreen_forest_woodland
45.25,61.25,boreal_evergreen_forest_woodland
79.25,60.25,boreal_evergreen_forest_woodland
-113.75,54.75,boreal_evergreen_forest_woodland
156.25,54.75,boreal_evergreen_forest_woodland
-154.75,66.25,boreal_evergreen_forest_woodland
-145.75,64.75,boreal_evergreen_forest_woodland
-70.75,54.25,boreal_evergreen_forest_woodland
-82.25,53.25,boreal_evergreen_forest_woodland
103.75,51.75,boreal_evergreen_forest_woodland
40.75,67.25,boreal_evergreen_forest_woodland
81.25,56.75,boreal_evergreen_forest_woodland
-119.25,63.25,boreal_evergreen_forest_woodland
-85.25,49.25,boreal_evergreen_forest_woodland
135.25,48.25,boreal_evergreen_forest_woodland
156.75,55.75,boreal_evergreen_forest_woodland
-161.25,59.25,boreal_evergreen_forest_woodland
87.25,57.75,boreal_evergreen_forest_woodland
-95.25,56.75,boreal_evergreen_forest_woodland
-111.25,60.25,boreal_evergreen_forest_woodland
133.25,48.75,boreal_evergreen_forest_woodland
19.75,63.75,boreal_evergreen_forest_woodland
85.25,64.75,boreal_evergreen_forest_woodland
48.75,59.25,boreal_evergreen_forest_woodland
-115.75,53.75,boreal_evergreen_forest_woodland
81.75,60.25,boreal_evergreen_forest_woodland
-113.25,61.25,boreal_evergreen_forest_woodland
-112.75,56.25,boreal_evergreen_forest_woodland
-154.25,63.75,boreal_evergreen_forest_woodland
-88.25,53.25,boreal_evergreen_forest_woodland
33.25,63.75,boreal_evergreen_forest_woodland
58.25,61.75,boreal_evergreen_forest_woodland
-90.75,52.75,boreal_evergreen_forest_woodland
-163.75,61.75,boreal_evergreen_forest_woodland
136.25,51.75,boreal_evergreen_forest_woodland
25.25,69.25,boreal_evergreen_forest_woodland
10.75,63.75,boreal_evergreen_forest_woodland
61.25,63.25,boreal_evergreen_forest_woodland
-78.25,50.25,boreal_evergreen_forest_woodland
28.75,62.75,boreal_evergreen_forest_woodland
97.75,57.25,boreal_evergreen_forest_woodland
61.75,62.25,boreal_evergreen_forest_woodland
-67.75,47.75,boreal_evergreen_forest_woodland
-91.25,51.25,boreal_evergreen_forest_woodland
-155.25,59.75,boreal_evergreen_forest_woodland
13.75,66.75,boreal_evergreen_forest_woodland
74.75,58.25,boreal_evergreen_forest_woodland
-96.25,52.75,boreal_evergreen_forest_woodland
76.25,40.25,boreal_evergreen_forest_woodland
86.75,57.25,boreal_evergreen_forest_woodland
79.75,56.25,boreal_evergreen_forest_woodland
45.75,63.75,boreal_evergreen_forest_woodland
128.75,46.75,boreal_evergreen_forest_woodland
-92.75,56.25,boreal_evergreen_forest_woodland
49.25,61.25,boreal_evergreen_forest_woodland
-89.25,53.25,boreal_evergreen_forest_woodland
70.75,65.75,boreal_evergreen_forest_woodland
87.75,52.75,boreal_evergreen_forest_woodland
16.25,65.75,boreal_evergreen_forest_woodland
85.75,57.75,boreal_evergreen_forest_woodland
70.25,62.25,boreal_evergreen_forest_woodland
-120.25,58.25,boreal_evergreen_forest_woodland
-86.25,51.75,boreal_evergreen_forest_woodland
-150.25,60.25,boreal_evergreen_forest_woodland
-141.75,66.25,boreal_evergreen_forest_woodland
-118.75,59.75,boreal_evergreen_forest_woodland
75.25,61.25,boreal_evergreen_forest_woodland
53.25,60.25,boreal_evergreen_forest_woodland
-129.25,60.75,boreal_evergreen_forest_woodland
76.25,58.75,boreal_evergreen_forest_woodland
35.75,63.75,boreal_evergreen_forest_woodland
-157.25,65.25,boreal_evergreen_forest_woodland
53.25,68.75,boreal_evergreen_forest_woodland
72.25,64.75,boreal_evergreen_forest_woodland
63.25,65.25,boreal_evergreen_forest_woodland
-70.25,45.75,boreal_evergreen_forest_woodland
-72.25,52.75,boreal_evergreen_forest_woodland
-59.75,50.75,boreal_evergreen_forest_woodland
-111.75,57.25,boreal_evergreen_forest_woodland
22.75,66.25,boreal_evergreen_forest_woodland
53.25,52.25,boreal_evergreen_forest_woodland
134.25,49.75,boreal_evergreen_forest_woodland
50.75,64.25,boreal_evergreen_forest_woodland
-106.75,39.75,boreal_evergreen_forest_woodland
33.75,61.75,boreal_evergreen_forest_woodland
91.25,28.25,boreal_evergreen_forest_woodland
-115.25,59.25,boreal_evergreen_forest_woodland
79.25,59.25,boreal_evergreen_forest_woodland
97.75,29.75,boreal_evergreen_forest_woodland
-162.75,61.75,boreal_evergreen_forest_woodland
-120.75,60.25,boreal_evergreen_forest_woodland
-122.75,61.25,boreal_evergreen_forest_woodland
-83.25,50.75,boreal_evergreen_forest_woodland
-93.75,54.25,boreal_evergreen_forest_woodland
-119.75,65.75,boreal_evergreen_forest_woodland
146.25,59.75,boreal_evergreen_forest_woodland
99.25,57.25,boreal_evergreen_forest_woodland
161.75,62.25,boreal_evergreen_forest_woodland
73.75,63.25,boreal_evergreen_forest_woodland
-163.75,54.75,boreal_evergreen_forest_woodland
-159.75,59.75,boreal_evergreen_forest_woodland
15.25,59.75,boreal_evergreen_forest_woodland
140.75,52.75,boreal_evergreen_forest_woodland
-77.75,50.25,boreal_evergreen_forest_woodland
157.25,57.25,boreal_evergreen_forest_woodland
53.25,67.25,boreal_evergreen_forest_woodland
-116.25,39.25,boreal_evergreen_forest_woodland
28.75,65.75,boreal_evergreen_forest_woodland
-122.75,54.25,boreal_evergreen_forest_woodland
-134.25,61.75,boreal_evergreen_forest_woodland
-109.75,43.25,boreal_evergreen_forest_woodland
40.25,43.75,boreal_evergreen_forest_woodland
-101.75,53.25,boreal_evergreen_forest_woodland
-123.75,54.75,boreal_evergreen_forest_woodland
95.75,52.75,boreal_evergreen_forest_woodland
-131.75,59.25,boreal_evergreen_forest_woodland
-160.75,65.25,boreal_evergreen_forest_woodland
63.75,64.25,boreal_evergreen_forest_woodland
67.75,58.75,boreal_evergreen_forest_woodland
54.75,64.75,boreal_evergreen_forest_woodland
-110.25,43.25,boreal_evergreen_forest_woodland
98.25,56.25,boreal_evergreen_forest_woodland
-62.75,52.75,boreal_evergreen_forest_woodland
89.25,56.25,boreal_evergreen_forest_woodland
57.75,65.75,boreal_evergreen_forest_woodland
74.75,57.75,boreal_evergreen_forest_woodland
-110.75,39.25,boreal_evergreen_forest_woodland
-127.75,54.25,boreal_evergreen_forest_woodland
111.75,48.25,boreal_evergreen_forest_woodland
-120.25,55.75,boreal_evergreen_forest_woodland
-159.75,55.75,boreal_evergreen_forest_woodland
-124.75,52.25,boreal_evergreen_forest_woodland
-125.75,64.25,boreal_evergreen_forest_woodland
45.25,66.75,boreal_evergreen_forest_woodland
39.75,66.25,boreal_evergreen_forest_woodland
68.75,67.75,boreal_evergreen_forest_woodland
-162.25,60.25,boreal_evergreen_forest_woodland
75.75,49.75,boreal_evergreen_forest_woodland
84.25,48.75,boreal_evergreen_forest_woodland
-108.75,53.75,boreal_evergreen_forest_woodland
11.75,62.25,boreal_evergreen_forest_woodland
87.75,57.25,boreal_evergreen_forest_woodland
76.25,62.75,boreal_evergreen_forest_woodland
-143.75,67.25,boreal_evergreen_forest_woodland
75.75,66.75,boreal_evergreen_forest_woodland
-72.25,49.75,boreal_evergreen_forest_woodland
71.75,64.75,boreal_evergreen_forest_woodland
84.75,58.75,boreal_evergreen_forest_woodland
59.25,67.75,boreal_evergreen_forest_woodland
-107.25,39.75,boreal_evergreen_forest_woodland
83.25,51.25,boreal_evergreen_forest_woodland
-105.75,55.75,boreal_evergreen_forest_woodland
75.75,50.75,boreal_evergreen_forest_woodland
-153.75,66.75,boreal_evergreen_forest_woodland
-107.25,55.75,boreal_evergreen_forest_woodland
99.75,31.75,boreal_evergreen_forest_woodland
68.25,33.25,boreal_evergreen_forest_woodland
126.75,40.25,boreal_evergreen_forest_woodland
23.75,66.25,boreal_evergreen_forest_woodland
-82.25,50.25,boreal_evergreen_forest_woodland
-131.75,56.25,boreal_evergreen_forest_woodland
-149.75,59.75,boreal_evergreen_forest_woodland
58.75,58.25,boreal_evergreen_forest_woodland
104.25,51.25,boreal_evergreen_forest_woodland
28.25,3.25,tropical_rainforest
-89.75,18.75,tropical_rainforest
-56.75,-3.75,tropical_rainforest
-69.25,-13.25,tropical_rainforest
14.25,3.75,tropical_rainforest
-75.75,-3.25,tropical_rainforest
105.75,11.25,tropical_rainforest
114.75,4.25,tropical_rainforest
5.25,7.25,tropical_rainforest
111.75,1.25,tropical_rainforest
-66.25,-5.25,tropical_rainforest
114.25,3.75,tropical_rainforest
-76.75,-6.75,tropical_rainforest
-54.25,-20.75,tropical_rainforest
-68.25,-10.25,tropical_rainforest
-84.25,14.75,tropical_rainforest
-60.25,-1.25,tropical_rainforest
-8.75,7.75,tropical_rainforest
-61.25,4.25,tropical_rainforest
-64.25,-13.25,tropical_rainforest
-72.75,-7.25,tropical_rainforest
119.25,10.25,tropical_rainforest
-69.75,-0.75,tropical_rainforest
30.75,0.25,tropical_rainforest
47.75,-21.25,tropical_rainforest
-61.75,-8.25,tropical_rainforest
29.25,3.75,tropical_rainforest
-51.25,-22.25,tropical_rainforest
-45.25,-2.75,tropical_rainforest
10.75,3.75,tropical_rainforest
29.75,4.25,tropical_rainforest
-71.25,-10.75,tropical_rainforest
97.25,24.75,tropical_rainforest
-62.75,1.75,tropical_rainforest
13.25,0.25,tropical_rainforest
149.75,-10.25,tropical_rainforest
134.75,-3.25,tropical_rainforest
8.25,5.25,tropical_rainforest
-72.25,-10.25,tropical_rainforest
-75.75,7.75,tropical_rainforest
-61.25,-14.25,tropical_rainforest
-83.25,22.75,tropical_rainforest
-52.75,-11.25,tropical_rainforest
-64.25,2.25,tropical_rainforest
-71.75,-8.75,tropical_rainforest
-61.25,-1.25,tropical_rainforest
13.25,2.25,tropical_rainforest
-76.75,-2.75,tropical_rainforest
-4.75,6.25,tropical_rainforest
141.75,-4.75,tropical_rainforest
-66.25,-9.75,tropical_rainforest
-44.25,-3.25,tropical_rainforest
-64.25,-0.75,tropical_rainforest
-68.75,10.25,tropical_rainforest
28.25,-1.75,tropical_rainforest
-74.25,0.75,tropical_rainforest
9.75,-1.25,tropical_rainforest
103.75,10.75,tropical_rainforest
-97.75,16.75,tropical_rainforest
130.25,-3.25,tropical_rainforest
103.75,11.75,tropical_rainforest
27.75,-3.75,tropical_rainforest
102.75,-2.25,tropical_rainforest
-63.75,-12.25,tropical_rainforest
-73.75,2.75,tropical_rainforest
-2.75,7.25,tropical_rainforest
-70.75,19.25,tropical_rainforest
105.25,-5.25,tropical_rainforest
-56.25,-24.25,tropical_rainforest
-57.75,0.25,tropical_rainforest
-95.25,17.25,tropical_rainforest
25.25,-3.25,tropical_rainforest
31.25,-1.75,tropical_rainforest
118.25,5.25,tropical_rainforest
14.75,2.25,tropical_rainforest
-80.75,7.75,tropical_rainforest
-57.75,-12.75,tropical_rainforest
29.25,4.25,tropical_rainforest
97.25,4.75,tropical_rainforest
-58.25,-3.75,tropical_rainforest
-71.75,2.75,tropical_rainforest
104.75,12.75,tropical_rainforest
104.25,14.25,tropical_rainforest
31.25,0.75,tropical_rainforest
-79.25,22.25,tropical_rainforest
110.75,-7.75,tropical_rainforest
26.25,-3.75,tropical_rainforest
-62.75,-12.75,tropical_rainforest
-58.25,-11.75,tropical_rainforest
23.75,-1.75,tropical_rainforest
21.75,-4.75,tropical_rainforest
-72.75,-8.75,tropical_rainforest
-9.75,8.75,tropical_rainforest
16.25,-0.75,tropical_rainforest
113.75,1.25,tropical_rainforest
105.75,-6.75,tropical_rainforest
26.75,-4.75,tropical_rainforest
29.75,-3.75,tropical_rainforest
110.75,-0.75,tropical_rainforest
20.25,4.75,tropical_rainforest
-61.75,-10.25,tropical_rainforest
7.75,6.25,tropical_rainforest
142.75,-6.75,tropical_rainforest
21.25,0.25,tropical_rainforest
117.75,6.25,tropical_rainforest
152.75,-25.25,tropical_rainforest
-52.25,-4.75,tropical_rainforest
-45.75,-4.25,tropical_rainforest
-88.25,19.75,tropical_rainforest
3.75,6.75,tropical_rainforest
-70.25,6.75,tropical_rainforest
-59.75,-2.25,tropical_rainforest
-68.25,6.75,tropical_rainforest
-84.75,12.75,tropical_rainforest
99.75,1.25,tropical_rainforest
82.75,27.25,tropical_rainforest
135.75,-3.75,tropical_rainforest
-92.75,16.75,tropical_rainforest
6.25,7.25,tropical_rainforest
90.75,23.25,tropical_rainforest
28.25,3.75,tropical_rainforest
-53.75,-0.25,tropical_rainforest
-70.25,-6.25,tropical_rainforest
112.75,-0.75,tropical_rainforest
0.25,6.25,tropical_rainforest
-54.25,-8.75,tropical_rainforest
107.75,16.25,tropical_rainforest
-68.25,-11.75,tropical_rainforest
-3.25,7.75,tropical_rainforest
-74.25,5.75,tropical_rainforest
-74.25,2.25,tropical_rainforest
-68.75,-9.75,tropical_rainforest
15.75,2.75,tropical_rainforest
23.75,-5.25,tropical_rainforest
-75.25,-9.25,tropical_rainforest
100.75,19.25,tropical_rainforest
29.75,3.75,tropical_rainforest
-57.25,5.25,tropical_rainforest
-69.25,-4.75,tropical_rainforest
-72.75,-4.25,tropical_rainforest
45.75,-25.25,tropical_rainforest
29.25,-2.25,tropical_rainforest
37.25,0.25,tropical_rainforest
-50.75,-10.75,tropical_rainforest
-69.25,-1.75,tropical_rainforest
-57.75,-1.25,tropical_rainforest
14.75,2.75,tropical_rainforest
-70.25,6.25,tropical_rainforest
-73.25,10.75,tropical_rainforest
-56.75,-21.75,tropical_rainforest
102.25,-1.25,tropical_rainforest
-73.75,-7.75,tropical_rainforest
-4.75,7.25,tropical_rainforest
-60.75,0.75,tropical_rainforest
98.25,14.25,tropical_rainforest
-78.75,-4.25,tropical_rainforest
114.25,-1.75,tropical_rainforest
132.25,-0.75,tropical_rainforest
-70.75,5.25,tropical_rainforest
106.75,10.25,tropical_rainforest
-57.25,0.25,tropical_rainforest
144.75,-4.75,tropical_rainforest
-76.75,-2.25,tropical_rainforest
26.75,-3.25,tropical_rainforest
-90.25,14.75,tropical_rainforest
-97.25,20.25,tropical_rainforest
-73.75,-8.25,tropical_rainforest
123.75,9.75,tropical_rainforest
-74.25,6.25,tropical_rainforest
36.25,8.75,tropical_rainforest
48.75,-16.75,tropical_rainforest
-76.25,-7.75,tropical_rainforest
-59.75,1.25,tropical_rainforest
-55.25,1.25,tropical_rainforest
105.25,19.75,tropical_rainforest
-67.25,3.25,tropical_rainforest
-56.25,-11.75,tropical_rainforest
-54.25,-0.25,tropical_rainforest
104.75,13.25,tropical_rainforest
122.25,-1.25,tropical_rainforest
-78.75,0.25,tropical_rainforest
104.25,20.75,tropical_rainforest
-68.75,1.75,tropical_rainforest
17.75,1.25,tropical_rainforest
-57.25,-1.75,tropical_rainforest
-71.25,-3.25,tropical_rainforest
84.75,24.25,tropical_rainforest
-72.75,4.75,tropical_rainforest
104.25,1.25,tropical_rainforest
3.25,7.25,tropical_rainforest
11.75,1.75,tropical_rainforest
-67.75,-14.75,tropical_rainforest
-0.75,5.75,tropical_rainforest
-60.25,-14.25,tropical_rainforest
20.25,-0.25,tropical_rainforest
-84.75,15.25,tropical_rainforest
-59.75,-9.75,tropical_rainforest
28.75,-2.75,tropical_rainforest
-48.25,-2.25,tropical_rainforest
-53.75,-10.25,tropical_rainforest
106.75,-7.25,tropical_rainforest
-71.25,9.25,tropical_rainforest
48.75,-16.25,tropical_rainforest
-56.75,-18.25,tropical_rainforest
-0.75,6.75,tropical_rainforest
-51.25,-0.75,tropical_rainforest
11.25,3.75,tropical_rainforest
-58.25,-12.75,tropical_rainforest
126.25,-3.25,tropical_rainforest
-50.25,-12.25,tropical_rainforest
-66.75,-3.25,tropical_rainforest
-60.25,-12.25,tropical_rainforest
149.75,-5.75,tropical_rainforest
-7.75,8.25,tropical_rainforest
18.25,-5.25,tropical_rainforest
-69.25,2.25,tropical_rainforest
37.75,7.75,tropical_rainforest
-71.25,-12.25,tropical_rainforest
101.25,13.25,tropical_rainforest
105.25,11.75,tropical_rainforest
-75.25,-1.25,tropical_rainforest
31.75,2.75,tropical_rainforest
-69.75,5.75,tropical_rainforest
108.75,15.25,tropical_rainforest
17.75,-8.25,tropical_rainforest
-85.25,12.25,tropical_rainforest
-52.25,-21.75,tropical_rainforest
-68.25,-1.75,tropical_rainforest
24.25,-0.75,tropical_rainforest
99.25,12.75,tropical_rainforest
-71.25,1.25,tropical_rainforest
28.75,-1.25,tropical_rainforest
-68.75,3.25,tropical_rainforest
99.25,13.75,tropical_rainforest
-84.25,10.25,tropical_rainforest
17.75,2.25,tropical_rainforest
-74.75,-5.25,tropical_rainforest
-51.75,-11.25,tropical_rainforest
37.75,-3.25,tropical_rainforest
113.25,2.75,tropical_rainforest
105.25,16.25,tropical_rainforest
-78.25,22.25,tropical_rainforest
143.25,-3.75,tropical_rainforest
19.75,-7.25,tropical_rainforest
19.25,-5.75,tropical_rainforest
122.75,-1.25,tropical_rainforest
110.75,0.75,tropical_rainforest
20.75,2.75,tropical_rainforest
17.75,-7.25,tropical_rainforest
-70.25,-3.75,tropical_rainforest
19.75,0.25,tropical_rainforest
14.75,1.25,tropical_rainforest
-7.75,6.75,tropical_rainforest
-53.25,-0.75,tropical_rainforest
19.75,-4.75,tropical_rainforest
-39.75,-15.75,tropical_rainforest
141.75,-5.75,tropical_rainforest
-60.25,0.25,tropical_rainforest
16.75,3.25,tropical_rainforest
15.25,-1.75,tropical_rainforest
-71.75,-2.25,tropical_rainforest
111.25,1.25,tropical_rainforest
-64.25,-8.75,tropical_rainforest
-59.25,-13.25,tropical_rainforest
-58.75,-13.75,tropical_rainforest
-62.25,-8.25,tropical_rainforest
-48.75,-21.75,tropical_rainforest
20.25,-7.25,tropical_rainforest
30.25,-0.75,tropical_rainforest
-50.75,-5.25,tropical_rainforest
-88.75,15.25,tropical_rainforest
-57.25,4.75,tropical_rainforest
-94.75,17.75,tropical_rainforest
-77.25,8.25,tropical_rainforest
23.25,-1.75,tropical_rainforest
141.75,-3.75,tropical_rainforest
-75.25,2.75,tropical_rainforest
-61.25,7.75,tropical_rainforest
-66.75,-0.25,tropical_rainforest
-52.75,-4.25,tropical_rainforest
98.25,15.25,tropical_rainforest
116.25,-0.75,tropical_rainforest
-77.75,-2.25,tropical_rainforest
-74.75,1.75,tropical_rainforest
-50.75,-12.75,tropical_rainforest
110.25,-0.75,tropical_rainforest
-45.25,-19.75,tropical_rainforest
-71.25,0.75,tropical_rainforest
-63.25,2.25,tropical_rainforest
30.25,-1.75,tropical_rainforest
-63.75,-11.25,tropical_rainforest
10.75,0.25,tropical_rainforest
91.75,26.25,tropical_rainforest
20.75,-2.25,tropical_rainforest
-90.25,16.75,tropical_rainforest
21.25,-3.25,tropical_rainforest
112.75,1.75,tropical_rainforest
45.75,-24.75,tropical_rainforest
-61.25,-4.25,tropical_rainforest
16.75,1.25,tropical_rainforest
-57.25,-9.25,tropical_rainforest
-11.25,8.75,tropical_rainforest
139.25,-6.75,tropical_rainforest
-66.25,-8.25,tropical_rainforest
-49.25,-2.75,tropical_rainforest
-60.25,-5.75,tropical_rainforest
152.25,-4.75,tropical_rainforest
